epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
241,150560,0.94848,3.04921,0.12786,0.64813,1.14241,0.96155,0.92552,0.95578,0.68502,0.96614,0.92933,0.95038,0.38061,1.0132,2.49756,0.02288,0.62689,1.24039,0.000755,0.000755,0.000755
242,151185,0.95272,3.05639,0.12801,0.60601,1.1382,0.88012,0.95618,0.94975,0.69119,0.87818,0.95362,0.94648,0.37583,1.02704,2.49867,0.0237,0.61836,1.22862,0.000752938,0.000752938,0.000752938
243,151810,0.90535,3.09635,0.13455,0.60855,1.13242,0.87412,0.93999,0.94407,0.68156,0.87794,0.94382,0.94346,0.37891,1.03371,2.47424,0.02208,0.65335,1.19706,0.000750875,0.000750875,0.000750875
244,152435,0.94654,3.06705,0.12841,0.64463,1.15167,0.90392,0.94119,0.9513,0.69394,0.909,0.93746,0.95057,0.40756,1.07934,2.37633,0.02046,0.59929,1.27887,0.000748813,0.000748813,0.000748813
245,153059,0.91062,3.08102,0.13175,0.60733,1.14454,0.90728,0.94319,0.94919,0.67897,0.91078,0.9454,0.94494,0.41376,1.07767,2.39835,0.02304,0.62415,1.25798,0.00074675,0.00074675,0.00074675
246,153684,0.92978,3.05094,0.12827,0.62345,1.13432,0.91329,0.9226,0.95372,0.69145,0.91968,0.93192,0.95127,0.42131,1.035,2.31679,0.01974,0.64062,1.21871,0.000744688,0.000744688,0.000744688
247,154308,0.90938,3.09722,0.13085,0.63287,1.13309,0.89522,0.95026,0.9443,0.66971,0.89506,0.95019,0.94235,0.41252,1.08117,2.40124,0.02449,0.62807,1.27415,0.000742625,0.000742625,0.000742625
248,154932,0.92006,3.07797,0.12782,0.62824,1.12635,0.94447,0.89291,0.9313,0.66719,0.95481,0.90403,0.93637,0.39479,1.01625,2.46461,0.02306,0.69455,1.1826,0.000740563,0.000740563,0.000740563
249,155557,0.93097,3.10191,0.13067,0.66243,1.15331,0.92038,0.94119,0.95772,0.69285,0.92494,0.94341,0.95799,0.41123,1.04608,2.39412,0.02272,0.6163,1.2811,0.0007385,0.0007385,0.0007385
250,156181,0.93726,3.09235,0.12993,0.62271,1.1443,0.88727,0.92126,0.95781,0.67988,0.88784,0.9332,0.95623,0.40831,1.04425,2.42605,0.02208,0.65726,1.26842,0.000736438,0.000736438,0.000736438
251,156806,0.89418,3.12426,0.1244,0.63607,1.12098,0.92525,0.92196,0.93951,0.65069,0.9264,0.92433,0.94038,0.41536,1.01468,2.4029,0.0244,0.73083,1.19768,0.000734375,0.000734375,0.000734375
252,157431,0.91237,3.01178,0.13269,0.58353,1.11905,0.93499,0.92654,0.94806,0.67929,0.93298,0.92424,0.94237,0.42715,1.03813,2.32991,0.01596,0.59579,1.25616,0.000732312,0.000732312,0.000732312
253,158056,0.92746,3.11607,0.12784,0.61407,1.15037,0.92531,0.91491,0.94461,0.67171,0.93446,0.92418,0.94168,0.45791,1.03773,2.24291,0.01669,0.64682,1.20035,0.00073025,0.00073025,0.00073025
254,158679,0.91268,3.02976,0.13607,0.62434,1.12191,0.84529,0.93575,0.9518,0.68416,0.86401,0.9376,0.95395,0.44998,1.00902,2.30827,0.01896,0.65167,1.23404,0.000728187,0.000728187,0.000728187
255,159302,0.92858,3.06364,0.12477,0.61212,1.13875,0.87517,0.93844,0.95576,0.69579,0.87592,0.9451,0.95468,0.40678,1.00463,2.37737,0.01721,0.623,1.24327,0.000726125,0.000726125,0.000726125
256,159925,0.88676,2.99447,0.12409,0.6115,1.12278,0.93111,0.90426,0.95006,0.68377,0.92745,0.90619,0.94521,0.40699,1.06462,2.41678,0.01773,0.59228,1.26148,0.000724062,0.000724062,0.000724062
257,160548,0.89016,3.1,0.13438,0.59902,1.13108,0.89126,0.92303,0.95899,0.69314,0.8916,0.93305,0.95702,0.4296,1.06882,2.44073,0.02052,0.61501,1.29082,0.000722,0.000722,0.000722
258,161171,0.89487,2.95605,0.13833,0.59094,1.1168,0.92146,0.9275,0.9502,0.68202,0.92093,0.92796,0.94387,0.42353,1.0407,2.38284,0.01713,0.6129,1.2438,0.000719937,0.000719937,0.000719937
259,161795,0.90832,3.04297,0.12878,0.61991,1.13527,0.94025,0.93065,0.9434,0.68394,0.93798,0.92835,0.93861,0.40659,1.02118,2.41236,0.0179,0.63431,1.21983,0.000717875,0.000717875,0.000717875
260,162418,0.90273,3.05857,0.12988,0.62573,1.12884,0.88341,0.90688,0.9325,0.68532,0.89371,0.91456,0.93309,0.36748,0.98426,2.48623,0.02329,0.66252,1.18098,0.000715812,0.000715812,0.000715812
261,163041,0.90583,3.10888,0.13301,0.60905,1.13418,0.91194,0.92603,0.93969,0.66839,0.90502,0.91923,0.93631,0.39702,1.07107,2.43747,0.01792,0.57596,1.28986,0.00071375,0.00071375,0.00071375
262,163665,0.90017,3.11222,0.12818,0.61616,1.11722,0.9461,0.90988,0.94092,0.68201,0.94746,0.92004,0.94009,0.40444,1.02667,2.34266,0.01969,0.64617,1.19669,0.000711687,0.000711687,0.000711687
263,164288,0.9071,3.06515,0.13034,0.6323,1.11747,0.88918,0.94402,0.93769,0.66628,0.89622,0.95173,0.93615,0.37857,1.01379,2.38451,0.01795,0.69994,1.1926,0.000709625,0.000709625,0.000709625
264,164911,0.89047,3.02902,0.1342,0.6175,1.11314,0.88631,0.92604,0.95551,0.67799,0.89531,0.93434,0.95815,0.42426,1.06819,2.40484,0.02356,0.63508,1.2731,0.000707562,0.000707562,0.000707562
265,165534,0.89126,2.98527,0.12634,0.60117,1.11797,0.91928,0.91703,0.94885,0.67067,0.92513,0.92809,0.94608,0.39599,1.0774,2.51813,0.01986,0.63098,1.24678,0.0007055,0.0007055,0.0007055
266,166159,0.92627,3.02623,0.12278,0.59635,1.13824,0.89457,0.92579,0.94604,0.67205,0.89939,0.92955,0.94464,0.39816,1.04112,2.5071,0.02311,0.64461,1.22749,0.000703437,0.000703437,0.000703437
267,166781,0.88753,3.05726,0.13163,0.59891,1.12528,0.87172,0.92945,0.94557,0.66703,0.87532,0.93545,0.94367,0.42934,1.06639,2.33858,0.01449,0.638,1.26263,0.000701375,0.000701375,0.000701375
268,167404,0.88864,2.99877,0.12343,0.57641,1.12215,0.87534,0.93856,0.95509,0.68441,0.87336,0.93911,0.95251,0.4612,1.04373,2.28954,0.01651,0.61298,1.27199,0.000699312,0.000699312,0.000699312
269,168028,0.88841,3.07018,0.12894,0.58896,1.11717,0.8863,0.93325,0.94561,0.67417,0.88589,0.93988,0.94476,0.41027,1.04726,2.39459,0.01941,0.65006,1.23342,0.00069725,0.00069725,0.00069725
270,168650,0.89416,3.11527,0.12934,0.6014,1.1265,0.92044,0.95034,0.94999,0.6677,0.92067,0.9503,0.94624,0.36998,1.06872,2.54352,0.01643,0.59854,1.29232,0.000695188,0.000695188,0.000695188
271,169275,0.8962,3.1094,0.12297,0.60579,1.11902,0.92763,0.95661,0.95184,0.67272,0.92319,0.95206,0.95186,0.39502,1.07536,2.55467,0.01699,0.57451,1.27976,0.000693125,0.000693125,0.000693125
272,169899,0.87441,3.05188,0.12959,0.58853,1.12682,0.92469,0.91868,0.9415,0.66552,0.92637,0.92387,0.94305,0.4236,1.08062,2.39662,0.0166,0.62378,1.25113,0.000691063,0.000691063,0.000691063
273,170521,0.91534,3.00665,0.13137,0.61961,1.13502,0.9433,0.91882,0.93957,0.66538,0.94839,0.92322,0.93661,0.34653,1.03966,2.58455,0.01478,0.68103,1.19739,0.000689,0.000689,0.000689
274,171145,0.89375,3.04708,0.12271,0.57945,1.12274,0.86459,0.95455,0.95066,0.66632,0.9305,0.86811,0.94957,0.38783,1.10614,2.56064,0.01849,0.59643,1.27916,0.000686937,0.000686937,0.000686937
275,171768,0.89429,2.9859,0.12801,0.59366,1.1302,0.86704,0.95011,0.95504,0.68272,0.87142,0.93929,0.95255,0.42143,1.07558,2.43171,0.02266,0.60135,1.29151,0.000684875,0.000684875,0.000684875
276,172391,0.8721,3.05083,0.1221,0.60149,1.11064,0.94288,0.90789,0.93811,0.6734,0.95104,0.93039,0.94105,0.40899,1.01256,2.3989,0.02219,0.67439,1.20632,0.000682813,0.000682813,0.000682813
277,173020,0.91353,3.05408,0.12974,0.60106,1.11861,0.95791,0.92097,0.94188,0.6663,0.96079,0.92284,0.93923,0.42325,1.05045,2.41385,0.0201,0.64712,1.21262,0.00068075,0.00068075,0.00068075
278,173647,0.88297,3.05312,0.12364,0.58138,1.11025,0.95267,0.93191,0.94739,0.6797,0.94836,0.92736,0.94194,0.41181,1.05724,2.5362,0.02032,0.59901,1.26729,0.000678688,0.000678688,0.000678688
279,174272,0.88606,3.07599,0.13544,0.59743,1.11999,0.9396,0.92647,0.94471,0.6703,0.94014,0.92478,0.93978,0.38051,1.07535,2.57321,0.01942,0.56985,1.31203,0.000676625,0.000676625,0.000676625
280,174899,0.88328,2.99154,0.13383,0.61525,1.11587,0.86942,0.9249,0.93627,0.67781,0.86907,0.92399,0.93493,0.38121,1.05146,2.46445,0.01738,0.64272,1.26321,0.000674562,0.000674562,0.000674562
281,175526,0.89307,3.01632,0.12913,0.58968,1.11326,0.94237,0.90081,0.94183,0.67363,0.92634,0.91577,0.94045,0.41111,1.05621,2.45374,0.01632,0.58179,1.2631,0.0006725,0.0006725,0.0006725
282,176149,0.8991,3.07968,0.12706,0.60087,1.13407,0.89023,0.91424,0.93989,0.66179,0.89718,0.92064,0.9364,0.37845,1.04097,2.49851,0.01898,0.65879,1.19397,0.000670438,0.000670438,0.000670438
283,176772,0.90396,2.9764,0.12857,0.61267,1.11803,0.93339,0.91427,0.94594,0.66889,0.93496,0.92193,0.94422,0.41071,1.02087,2.47255,0.01694,0.6565,1.19959,0.000668375,0.000668375,0.000668375
284,177398,0.8715,2.99795,0.12197,0.58857,1.10286,0.86286,0.92062,0.94066,0.66014,0.86521,0.92275,0.94009,0.39794,1.08511,2.54974,0.01638,0.63755,1.25472,0.000666313,0.000666313,0.000666313
285,178023,0.88154,3.00476,0.12629,0.59196,1.11016,0.9335,0.92027,0.94604,0.67571,0.93518,0.92348,0.94209,0.43387,1.07054,2.47747,0.01965,0.63357,1.26817,0.00066425,0.00066425,0.00066425
286,178647,0.9017,3.04845,0.12363,0.58179,1.10676,0.91838,0.92842,0.94788,0.66609,0.9107,0.92266,0.94342,0.41838,1.08122,2.49368,0.01998,0.58322,1.29597,0.000662188,0.000662188,0.000662188
287,179272,0.87889,2.93329,0.12769,0.58919,1.11668,0.89492,0.9086,0.94374,0.67647,0.89523,0.9204,0.94408,0.39642,1.03102,2.48364,0.01773,0.61059,1.24632,0.000660125,0.000660125,0.000660125
288,179894,0.84416,2.93507,0.12743,0.57017,1.09757,0.88772,0.9369,0.95323,0.67317,0.88419,0.93938,0.95119,0.43122,1.06481,2.41665,0.01512,0.61649,1.27836,0.000658063,0.000658063,0.000658063
289,180519,0.86617,3.04202,0.12183,0.58004,1.11709,0.91564,0.92202,0.94537,0.67141,0.91807,0.92404,0.94254,0.41916,1.05881,2.4348,0.01676,0.63844,1.23217,0.000656,0.000656,0.000656
290,181142,0.87747,2.95388,0.12721,0.59606,1.11675,0.92678,0.91946,0.94428,0.67187,0.93059,0.92048,0.942,0.39065,1.05259,2.47488,0.01514,0.58405,1.29118,0.000653938,0.000653938,0.000653938
291,181765,0.88919,3.05608,0.12614,0.57585,1.12985,0.92415,0.91275,0.94538,0.66713,0.91706,0.92299,0.94779,0.40694,1.0782,2.39048,0.01804,0.57677,1.29064,0.000651875,0.000651875,0.000651875
292,182391,0.89104,2.99584,0.13161,0.58382,1.14443,0.93169,0.92386,0.94646,0.66709,0.9341,0.92594,0.94834,0.41962,1.07951,2.34042,0.0177,0.56762,1.28102,0.000649813,0.000649813,0.000649813
293,183018,0.87221,3.06652,0.12717,0.58759,1.11412,0.85477,0.92891,0.93636,0.66976,0.86247,0.93985,0.93972,0.39861,1.04023,2.4139,0.01777,0.63407,1.26549,0.00064775,0.00064775,0.00064775
294,183651,0.89275,2.93087,0.11455,0.59675,1.12784,0.91903,0.91179,0.93683,0.65415,0.93102,0.92285,0.9413,0.42068,1.05128,2.4429,0.01582,0.62101,1.26705,0.000645688,0.000645688,0.000645688
295,184274,0.84152,3.07034,0.12404,0.56714,1.1132,0.91539,0.91337,0.93953,0.66077,0.90599,0.91758,0.94177,0.44787,1.07062,2.31934,0.01804,0.58909,1.28522,0.000643625,0.000643625,0.000643625
296,184898,0.89277,2.95029,0.12947,0.59411,1.11867,0.97071,0.90933,0.9458,0.66438,0.97515,0.91729,0.94679,0.44047,1.07432,2.35442,0.0218,0.66344,1.25109,0.000641562,0.000641562,0.000641562
297,185522,0.84354,3.0179,0.12966,0.58758,1.09756,0.90371,0.92275,0.94499,0.6554,0.9088,0.92454,0.94761,0.40593,1.11807,2.49013,0.01799,0.61054,1.32031,0.0006395,0.0006395,0.0006395
298,186145,0.86335,3.00705,0.1284,0.58052,1.11259,0.91429,0.9142,0.94148,0.66644,0.92067,0.91743,0.94048,0.41657,1.10269,2.48188,0.0162,0.60872,1.33833,0.000637437,0.000637437,0.000637437
299,186769,0.85264,2.95384,0.12359,0.58182,1.09042,0.89791,0.9628,0.95599,0.66259,0.92684,0.91736,0.95041,0.43336,1.09454,2.40921,0.01672,0.57436,1.30959,0.000635375,0.000635375,0.000635375
300,187392,0.88208,2.96284,0.11916,0.57587,1.11135,0.90475,0.94172,0.94512,0.67098,0.90978,0.94615,0.94627,0.42804,1.07221,2.37861,0.01766,0.58181,1.29722,0.000633313,0.000633313,0.000633313
301,188015,0.88991,3.08105,0.12501,0.60382,1.12161,0.89319,0.9407,0.93946,0.66503,0.89539,0.94285,0.94274,0.40773,1.09134,2.43907,0.01654,0.60586,1.28872,0.00063125,0.00063125,0.00063125
302,188638,0.88391,2.91451,0.1222,0.58061,1.11788,0.9008,0.94,0.9473,0.65596,0.89724,0.9419,0.94484,0.38932,1.09518,2.50962,0.01601,0.60725,1.27644,0.000629187,0.000629187,0.000629187
303,189262,0.87883,3.04079,0.13001,0.59311,1.11173,0.93841,0.92049,0.94882,0.67408,0.93127,0.92409,0.93863,0.38524,1.07531,2.48794,0.01441,0.60779,1.29465,0.000627125,0.000627125,0.000627125
304,189885,0.86967,2.96194,0.12519,0.57408,1.10732,0.88407,0.94682,0.95224,0.67639,0.91055,0.91983,0.95478,0.40155,1.07931,2.45369,0.01449,0.60085,1.28819,0.000625062,0.000625062,0.000625062
305,190508,0.86341,2.9097,0.11917,0.58097,1.10695,0.87478,0.9353,0.95618,0.6574,0.87881,0.93929,0.96087,0.42579,1.1067,2.40242,0.01836,0.61294,1.33066,0.000623,0.000623,0.000623
306,191132,0.86373,2.96758,0.12246,0.58242,1.11218,0.87595,0.9533,0.94886,0.67105,0.87419,0.9515,0.94757,0.41211,1.07839,2.49899,0.016,0.63855,1.28749,0.000620938,0.000620938,0.000620938
307,191761,0.87519,3.09369,0.12195,0.57688,1.12036,0.91234,0.92333,0.94617,0.67075,0.90791,0.91871,0.94062,0.38949,1.08599,2.53799,0.01569,0.57656,1.31533,0.000618875,0.000618875,0.000618875
308,192384,0.84556,3.06023,0.13396,0.58463,1.10206,0.88361,0.92547,0.95313,0.68974,0.89489,0.93701,0.95715,0.41838,1.0441,2.36877,0.01762,0.63612,1.2309,0.000616812,0.000616812,0.000616812
309,193008,0.86562,2.96236,0.12893,0.56496,1.107,0.89427,0.94903,0.9684,0.69083,0.8927,0.94667,0.96512,0.42975,1.04659,2.36673,0.01758,0.57679,1.24982,0.00061475,0.00061475,0.00061475
310,193631,0.86222,3.01672,0.12116,0.56741,1.11419,0.8803,0.92594,0.96724,0.69156,0.88513,0.93996,0.96665,0.43793,1.02488,2.36852,0.01717,0.60057,1.22825,0.000612687,0.000612687,0.000612687
311,194255,0.84847,2.90646,0.12148,0.55288,1.10205,0.91048,0.94638,0.9513,0.67412,0.91255,0.94465,0.95232,0.42047,1.06856,2.3603,0.01583,0.56161,1.29804,0.000610625,0.000610625,0.000610625
312,194879,0.9163,2.99334,0.122,0.59181,1.15082,0.91646,0.95232,0.95113,0.65944,0.91883,0.94533,0.94976,0.41305,1.07737,2.36659,0.01595,0.59366,1.26447,0.000608563,0.000608563,0.000608563
313,195502,0.87156,2.94155,0.12376,0.57108,1.1124,0.91716,0.93485,0.95726,0.68191,0.92546,0.94325,0.95754,0.42787,1.05371,2.36309,0.01622,0.6245,1.23224,0.0006065,0.0006065,0.0006065
314,196124,0.8426,2.97353,0.11579,0.54397,1.09951,0.95943,0.95203,0.9574,0.68217,0.96584,0.94432,0.95418,0.38807,1.08544,2.56397,0.01454,0.56588,1.28599,0.000604438,0.000604438,0.000604438
315,196748,0.8798,3.03044,0.12961,0.57887,1.11407,0.91378,0.9353,0.94452,0.65584,0.90585,0.92947,0.94134,0.36134,1.08849,2.6425,0.01612,0.64802,1.26099,0.000602375,0.000602375,0.000602375
316,197372,0.86739,3.0219,0.12425,0.54572,1.09491,0.92949,0.92654,0.94765,0.66865,0.93237,0.92945,0.94593,0.37575,1.08494,2.48962,0.01817,0.60296,1.26913,0.000600313,0.000600313,0.000600313
317,197994,0.86865,2.93886,0.12248,0.54148,1.11164,0.95817,0.93264,0.94688,0.66407,0.96041,0.93485,0.94492,0.3575,1.10285,2.56933,0.01682,0.59339,1.29528,0.00059825,0.00059825,0.00059825
318,198617,0.8505,2.93428,0.12113,0.5475,1.10977,0.91288,0.94397,0.946,0.66793,0.91441,0.94618,0.94619,0.38518,1.09992,2.51654,0.016,0.62431,1.31114,0.000596188,0.000596188,0.000596188
319,199240,0.85033,2.96098,0.13148,0.56384,1.10453,0.88575,0.93099,0.95055,0.68321,0.8876,0.9332,0.94723,0.39963,1.07348,2.4937,0.01718,0.61654,1.24086,0.000594125,0.000594125,0.000594125
320,199863,0.8286,3.04048,0.12853,0.5461,1.09764,0.87429,0.94448,0.96038,0.6882,0.87565,0.94087,0.95822,0.40704,1.06976,2.42403,0.01511,0.57868,1.27367,0.000592063,0.000592063,0.000592063
321,200487,0.86753,3.02925,0.1307,0.58306,1.11065,0.93076,0.92787,0.94492,0.6692,0.93186,0.92875,0.94507,0.38592,1.07287,2.49252,0.01686,0.57849,1.3015,0.00059,0.00059,0.00059
322,201110,0.86956,2.97213,0.12649,0.5586,1.11363,0.89081,0.93751,0.94429,0.65976,0.89582,0.94564,0.94869,0.40689,1.09209,2.4815,0.01294,0.62051,1.31004,0.000587938,0.000587938,0.000587938
323,201733,0.84007,2.93514,0.123,0.55302,1.09677,0.86281,0.94051,0.93986,0.66793,0.87187,0.94712,0.93995,0.39827,1.10306,2.43412,0.01337,0.607,1.29244,0.000585875,0.000585875,0.000585875
324,202356,0.8574,2.92364,0.12586,0.55387,1.0941,0.85918,0.94385,0.93995,0.65548,0.86499,0.94831,0.94266,0.41025,1.08074,2.41676,0.01402,0.61682,1.29,0.000583813,0.000583813,0.000583813
325,202979,0.84207,2.94524,0.12398,0.54404,1.0921,0.8851,0.90199,0.93969,0.6542,0.88304,0.91426,0.94148,0.41105,1.09765,2.41835,0.01544,0.60226,1.3003,0.00058175,0.00058175,0.00058175
326,203603,0.83786,2.9702,0.13238,0.57147,1.09617,0.84833,0.90464,0.93055,0.64563,0.86277,0.91942,0.94072,0.37513,1.09309,2.5081,0.01624,0.64678,1.29986,0.000579688,0.000579688,0.000579688
327,204225,0.85461,3.00698,0.12594,0.56735,1.11961,0.87321,0.91726,0.94193,0.65178,0.87799,0.92329,0.93858,0.40608,1.11025,2.37698,0.01593,0.56896,1.30877,0.000577625,0.000577625,0.000577625
328,204848,0.82777,2.98448,0.13253,0.55461,1.0953,0.96066,0.92039,0.95217,0.67041,0.9537,0.91358,0.94443,0.41588,1.10243,2.35212,0.0123,0.54351,1.30317,0.000575563,0.000575563,0.000575563
329,205472,0.84435,2.94422,0.12906,0.53004,1.11165,0.91649,0.90525,0.94853,0.67388,0.91838,0.90664,0.94696,0.40577,1.09104,2.37547,0.01422,0.54608,1.31779,0.0005735,0.0005735,0.0005735
330,206094,0.8428,2.97782,0.1282,0.55298,1.09894,0.89975,0.919,0.93697,0.66652,0.90106,0.92131,0.9379,0.40018,1.04249,2.50239,0.0126,0.58919,1.30307,0.000571438,0.000571438,0.000571438
331,206717,0.82572,2.93585,0.12596,0.5468,1.08706,0.86627,0.90749,0.92863,0.65145,0.87652,0.91863,0.93936,0.39291,1.05733,2.52772,0.01493,0.7025,1.23548,0.000569375,0.000569375,0.000569375
332,207340,0.8509,2.86959,0.1251,0.54423,1.10662,0.90688,0.9065,0.94096,0.65781,0.91335,0.91873,0.94308,0.39374,1.0811,2.43005,0.01452,0.65368,1.27402,0.000567312,0.000567312,0.000567312
333,207964,0.84631,2.95019,0.12816,0.53552,1.11171,0.87703,0.91509,0.94207,0.6572,0.88578,0.9233,0.94468,0.38892,1.11273,2.40102,0.01307,0.6255,1.32251,0.00056525,0.00056525,0.00056525
334,208587,0.83642,2.9756,0.12267,0.53055,1.11065,0.88961,0.9237,0.94622,0.66661,0.895,0.91874,0.9453,0.42492,1.0754,2.36951,0.01413,0.57068,1.28936,0.000563187,0.000563187,0.000563187
335,209210,0.84239,2.86475,0.12607,0.54092,1.09408,0.89355,0.899,0.94731,0.66894,0.89662,0.90762,0.95134,0.4058,1.089,2.43434,0.017,0.60512,1.29523,0.000561125,0.000561125,0.000561125
336,209833,0.82462,2.92959,0.13156,0.55535,1.09959,0.87619,0.89691,0.94587,0.65916,0.90265,0.88965,0.95061,0.40733,1.09788,2.47767,0.01488,0.58964,1.32257,0.000559062,0.000559062,0.000559062
337,210457,0.83951,2.87825,0.12948,0.52968,1.10424,0.86141,0.92254,0.93923,0.64959,0.86638,0.92659,0.9435,0.40958,1.1021,2.44564,0.01613,0.58096,1.32421,0.000557,0.000557,0.000557
338,211080,0.85165,2.97627,0.12267,0.57133,1.11284,0.86231,0.90602,0.9352,0.64353,0.8661,0.9106,0.94357,0.36304,1.10703,2.62807,0.0152,0.66668,1.32117,0.000554937,0.000554937,0.000554937
339,211703,0.8601,2.96992,0.12423,0.57642,1.10579,0.85928,0.93092,0.94156,0.64599,0.86125,0.92877,0.9443,0.39581,1.11669,2.55642,0.01561,0.64848,1.33846,0.000552875,0.000552875,0.000552875
340,212327,0.83966,2.94251,0.1276,0.562,1.10021,0.88621,0.95839,0.95656,0.67552,0.88464,0.94986,0.94444,0.40147,1.09371,2.51146,0.01559,0.54493,1.32355,0.000550813,0.000550813,0.000550813
341,212950,0.84555,2.9376,0.12525,0.54453,1.09375,0.88587,0.93405,0.94949,0.65833,0.88453,0.94821,0.9479,0.39631,1.12039,2.50727,0.01372,0.59038,1.32238,0.00054875,0.00054875,0.00054875
342,213573,0.82446,2.93749,0.12632,0.53888,1.10454,0.88847,0.94378,0.95275,0.65522,0.89486,0.95161,0.95317,0.41048,1.10064,2.38873,0.01209,0.63146,1.31315,0.000546687,0.000546687,0.000546687
343,214196,0.84249,2.84966,0.12145,0.52473,1.10094,0.93506,0.92879,0.94514,0.66819,0.93519,0.92875,0.94399,0.4504,1.0884,2.30418,0.01303,0.55916,1.32491,0.000544625,0.000544625,0.000544625
344,214820,0.83704,2.93048,0.12141,0.55497,1.10577,0.90708,0.92654,0.94031,0.65971,0.90759,0.9265,0.93353,0.41523,1.12446,2.36115,0.01426,0.57463,1.32601,0.000542562,0.000542562,0.000542562
345,215443,0.82625,2.87728,0.11929,0.54985,1.09307,0.87079,0.94995,0.92171,0.65964,0.88403,0.92534,0.91878,0.39038,1.08741,2.4187,0.01523,0.62112,1.30339,0.0005405,0.0005405,0.0005405
346,216066,0.8272,2.85466,0.12157,0.52719,1.08442,0.90516,0.91296,0.93171,0.65233,0.90726,0.91515,0.92794,0.39248,1.10943,2.43572,0.01435,0.60811,1.3213,0.000538438,0.000538438,0.000538438
347,216690,0.82729,2.90912,0.12425,0.52379,1.0979,0.89087,0.94322,0.94793,0.67055,0.89059,0.94317,0.94174,0.43009,1.09203,2.36961,0.01304,0.55559,1.30772,0.000536375,0.000536375,0.000536375
348,217314,0.82958,2.916,0.12186,0.53814,1.10572,0.87216,0.93194,0.95407,0.68199,0.87389,0.93398,0.9533,0.40828,1.07975,2.42642,0.01543,0.57986,1.29395,0.000534312,0.000534312,0.000534312
349,217938,0.83237,2.90049,0.12452,0.54029,1.08645,0.85425,0.92737,0.91381,0.64658,0.86418,0.93555,0.91795,0.40162,1.09223,2.47043,0.01903,0.68005,1.27541,0.00053225,0.00053225,0.00053225
350,218561,0.83361,2.95407,0.13463,0.55951,1.10321,0.89721,0.92985,0.94508,0.6582,0.89029,0.92304,0.93245,0.40833,1.10369,2.38454,0.01561,0.58555,1.29874,0.000530188,0.000530188,0.000530188
351,219185,0.82127,2.84691,0.12199,0.5596,1.07482,0.92848,0.93241,0.94223,0.66125,0.929,0.93145,0.93888,0.39749,1.0609,2.37501,0.01318,0.61117,1.25351,0.000528125,0.000528125,0.000528125
352,219808,0.82359,2.81747,0.12352,0.55997,1.07736,0.93481,0.92103,0.9419,0.6611,0.93786,0.92276,0.9376,0.38915,1.10227,2.50156,0.01501,0.6369,1.2766,0.000526063,0.000526063,0.000526063
353,220430,0.82765,2.88536,0.12633,0.55065,1.10477,0.87073,0.92899,0.89027,0.62072,0.87006,0.92895,0.8885,0.35877,1.1122,2.58821,0.01373,0.6012,1.30815,0.000524,0.000524,0.000524
354,221054,0.8086,2.93223,0.11823,0.53332,1.06367,0.90248,0.92439,0.93754,0.66342,0.90231,0.92397,0.93969,0.39651,1.08735,2.46204,0.0178,0.58728,1.33372,0.000521937,0.000521937,0.000521937
355,221677,0.85366,2.83738,0.1242,0.52071,1.10133,0.88546,0.91548,0.94121,0.67151,0.88539,0.91529,0.94176,0.40724,1.07077,2.4503,0.01596,0.56091,1.31082,0.000519875,0.000519875,0.000519875
356,222301,0.82078,2.88057,0.11679,0.52144,1.07903,0.87487,0.94425,0.9461,0.66506,0.87654,0.94627,0.9473,0.42467,1.10266,2.41794,0.01492,0.57134,1.31968,0.000517813,0.000517813,0.000517813
357,222924,0.8262,2.87343,0.11972,0.54585,1.09964,0.88976,0.92491,0.9431,0.65972,0.88682,0.92102,0.9342,0.41137,1.11469,2.38955,0.01418,0.55919,1.31879,0.00051575,0.00051575,0.00051575
358,223546,0.79995,2.89146,0.12353,0.5199,1.08085,0.86387,0.92811,0.92895,0.65392,0.8738,0.93867,0.9265,0.3937,1.1156,2.43656,0.01802,0.68912,1.30113,0.000513688,0.000513688,0.000513688
359,224169,0.8251,2.87778,0.12128,0.54088,1.09047,0.88942,0.92651,0.93802,0.65901,0.88038,0.91746,0.92498,0.38992,1.10807,2.47103,0.01432,0.57643,1.33739,0.000511625,0.000511625,0.000511625
360,224793,0.80646,2.8795,0.11451,0.52845,1.07367,0.94679,0.93296,0.94606,0.67289,0.94517,0.93102,0.94707,0.38834,1.10309,2.49943,0.01272,0.5401,1.33507,0.000509562,0.000509562,0.000509562
361,225416,0.83251,2.82734,0.12104,0.5483,1.10946,0.94941,0.89357,0.94991,0.68398,0.91456,0.92845,0.95444,0.43872,1.06451,2.37376,0.01582,0.56979,1.30792,0.0005075,0.0005075,0.0005075
362,226039,0.83398,2.95545,0.11994,0.52632,1.09717,0.85835,0.94228,0.94899,0.67057,0.8814,0.91394,0.9472,0.40618,1.0841,2.42965,0.01416,0.59623,1.31096,0.000505438,0.000505438,0.000505438
