epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,50631.6,0.91978,3.5075,0.18885,0.59868,1.11828,0.96981,0.99265,0.97971,0.73381,0.96094,0.98371,0.97057,0.36705,0.97526,2.70794,0.07665,0.48099,1.16999,0.00077975,0.00077975,0.00077975
116,51056.4,0.93236,3.53454,0.19456,0.60915,1.13469,0.96991,0.99265,0.98143,0.72714,0.94539,0.96808,0.94534,0.32866,0.97389,2.82443,0.09436,0.48924,1.15782,0.000775625,0.000775625,0.000775625
117,51482.2,0.93892,3.53022,0.18283,0.57454,1.12585,0.94727,0.98529,0.97441,0.72056,0.9384,0.97635,0.96437,0.35668,0.99409,2.75715,0.07898,0.47697,1.16441,0.0007715,0.0007715,0.0007715
118,51915.5,0.95599,3.48193,0.20375,0.57835,1.11954,0.98157,0.99755,0.99034,0.72842,0.97127,0.98585,0.97949,0.3766,0.99088,2.63304,0.0801,0.47541,1.13869,0.000767375,0.000767375,0.000767375
119,52343.4,0.94494,3.48118,0.19989,0.5986,1.10547,0.97723,0.9933,0.99298,0.73393,0.96839,0.98436,0.98607,0.37184,1.0059,2.60942,0.07066,0.48697,1.17847,0.00076325,0.00076325,0.00076325
120,52768.4,0.94949,3.46476,0.1907,0.61321,1.13384,0.95547,0.99299,0.98979,0.73903,0.94672,0.98407,0.98244,0.37996,0.96556,2.64251,0.06479,0.48862,1.16048,0.000759125,0.000759125,0.000759125
121,53193.7,0.9232,3.46405,0.19035,0.56205,1.10357,0.96927,0.99265,0.9884,0.7376,0.95538,0.9785,0.97538,0.33525,0.9829,2.7541,0.07724,0.48319,1.15787,0.000755,0.000755,0.000755
122,53618.3,0.94914,3.42923,0.18604,0.56476,1.10207,0.96878,0.9904,0.98814,0.74332,0.95985,0.98146,0.97809,0.35548,0.95768,2.68939,0.07166,0.46229,1.16433,0.000750875,0.000750875,0.000750875
123,54049.8,0.94322,3.42971,0.18371,0.57621,1.10701,0.96953,0.98867,0.98125,0.69832,0.96057,0.97973,0.97258,0.3738,0.982,2.69911,0.06814,0.45345,1.1764,0.00074675,0.00074675,0.00074675
124,54475.7,0.95458,3.41996,0.19376,0.59847,1.12667,0.97989,0.98891,0.9883,0.73022,0.9656,0.97477,0.97062,0.37823,0.97415,2.67673,0.07868,0.48875,1.17093,0.000742625,0.000742625,0.000742625
125,54900.1,0.94359,3.34106,0.17587,0.56638,1.12676,0.98851,0.98477,0.99125,0.73551,0.97408,0.97062,0.97525,0.37175,0.99132,2.68658,0.07323,0.47162,1.16023,0.0007385,0.0007385,0.0007385
126,55324.5,0.92517,3.52251,0.19234,0.56833,1.11788,0.9661,0.99265,0.98283,0.73347,0.95208,0.9785,0.96716,0.3362,0.99049,2.81079,0.07495,0.47638,1.1704,0.000734375,0.000734375,0.000734375
127,55749.8,0.9345,3.37927,0.18976,0.58211,1.11758,0.96296,0.99265,0.97333,0.72346,0.95409,0.98371,0.9643,0.36048,1.01959,2.73061,0.07542,0.47187,1.20458,0.00073025,0.00073025,0.00073025
128,56175.4,0.94818,3.42608,0.17706,0.59587,1.13635,0.98433,0.97092,0.98965,0.71787,0.96968,0.95564,0.97327,0.33654,1.02982,2.79937,0.07256,0.48227,1.19863,0.000726125,0.000726125,0.000726125
129,56604.5,0.93857,3.27623,0.1703,0.57395,1.10946,0.96899,0.98921,0.9813,0.7182,0.96004,0.98027,0.97309,0.36956,1.02764,2.75811,0.07495,0.48925,1.18484,0.000722,0.000722,0.000722
130,57029.6,0.93767,3.45212,0.18611,0.58444,1.13337,0.96754,0.99265,0.98311,0.72433,0.95868,0.98371,0.9761,0.41616,0.98811,2.55179,0.06645,0.48819,1.16376,0.000717875,0.000717875,0.000717875
131,57454.1,0.88758,3.40903,0.18796,0.55131,1.09578,0.96965,0.99592,0.9932,0.74423,0.9609,0.98698,0.98667,0.41941,0.97246,2.60025,0.06261,0.45079,1.16469,0.00071375,0.00071375,0.00071375
132,57879.2,0.94105,3.37401,0.18057,0.59492,1.13003,0.96493,0.99239,0.99338,0.74642,0.95606,0.98345,0.98633,0.37798,0.95577,2.68995,0.08247,0.46873,1.13139,0.000709625,0.000709625,0.000709625
133,58312.8,0.92318,3.3684,0.17698,0.55344,1.11375,0.96755,0.98854,0.99364,0.7337,0.95869,0.9796,0.98539,0.41222,0.96377,2.56753,0.07755,0.4732,1.15051,0.0007055,0.0007055,0.0007055
134,58743.2,0.90107,3.3419,0.19007,0.55206,1.10565,0.96687,0.99265,0.99335,0.74127,0.95801,0.98371,0.98659,0.42085,0.99698,2.59046,0.07855,0.46544,1.16888,0.000701375,0.000701375,0.000701375
135,59168.8,0.91819,3.3587,0.19746,0.59902,1.10869,0.96725,0.99265,0.97201,0.73469,0.95839,0.98371,0.96532,0.39764,0.98096,2.6103,0.06783,0.46234,1.16044,0.00069725,0.00069725,0.00069725
136,59595.1,0.91058,3.36814,0.17174,0.56779,1.10968,0.98395,0.99438,0.99265,0.7558,0.96988,0.98023,0.97427,0.41727,0.95615,2.62374,0.06547,0.44732,1.1448,0.000693125,0.000693125,0.000693125
137,60023.2,0.86962,3.33568,0.17689,0.52751,1.07722,0.98921,1,0.99206,0.73703,0.97517,0.98585,0.97355,0.42259,0.98529,2.60351,0.0621,0.48708,1.15901,0.000689,0.000689,0.000689
138,60449.9,0.93041,3.2863,0.18465,0.55729,1.11032,0.98092,1,0.99327,0.75238,0.96689,0.98585,0.97524,0.39476,0.96889,2.5904,0.06573,0.44227,1.15698,0.000684875,0.000684875,0.000684875
139,60899.8,0.92713,3.44113,0.18791,0.56055,1.11233,0.96663,0.99265,0.97883,0.74741,0.95778,0.98371,0.97136,0.39254,0.94278,2.58688,0.08293,0.48356,1.13456,0.00068075,0.00068075,0.00068075
140,61344.5,0.90925,3.22241,0.18402,0.53163,1.09077,0.95795,0.99265,0.97043,0.72493,0.9491,0.98371,0.96476,0.38219,1.00086,2.63612,0.07527,0.47528,1.18773,0.000676625,0.000676625,0.000676625
141,61769.4,0.91849,3.38673,0.18095,0.54578,1.13137,0.965,0.99265,0.97807,0.74035,0.95616,0.98371,0.97176,0.38464,0.95244,2.62615,0.08619,0.46477,1.119,0.0006725,0.0006725,0.0006725
142,62194.4,0.927,3.22212,0.18241,0.54325,1.09736,0.96613,0.99308,0.97908,0.76675,0.95208,0.97895,0.9628,0.40259,0.93064,2.58189,0.0809,0.45022,1.11016,0.000668375,0.000668375,0.000668375
143,62618.8,0.9131,3.35915,0.1703,0.55853,1.10689,0.97031,0.99265,0.97201,0.75506,0.96144,0.98371,0.96526,0.35705,0.92304,2.68748,0.08442,0.45329,1.1064,0.00066425,0.00066425,0.00066425
144,63044.9,0.91374,3.31813,0.1905,0.56274,1.10971,0.96653,0.99265,0.99281,0.7453,0.95759,0.98371,0.98682,0.35386,0.96387,2.75347,0.08975,0.46737,1.11659,0.000660125,0.000660125,0.000660125
145,63469.2,0.87264,3.34468,0.17247,0.52494,1.07545,0.97085,0.9947,0.99294,0.74396,0.96199,0.98576,0.98572,0.36198,0.96615,2.72394,0.08404,0.44244,1.12788,0.000656,0.000656,0.000656
146,63894.9,0.87849,3.23308,0.17591,0.53697,1.09715,0.98154,1,0.99254,0.74061,0.97267,0.99106,0.98569,0.40348,0.97494,2.58118,0.07911,0.4541,1.14816,0.000651875,0.000651875,0.000651875
147,64323.9,0.90707,3.35839,0.17983,0.5249,1.10095,0.9681,1,0.99221,0.74436,0.95924,0.99106,0.98456,0.3633,0.94885,2.76886,0.07895,0.44419,1.14055,0.00064775,0.00064775,0.00064775
148,64769.8,0.87141,3.34542,0.18101,0.5205,1.08394,0.98507,1,0.99298,0.74239,0.9762,0.99106,0.98527,0.33981,0.97097,2.86755,0.08297,0.44931,1.13097,0.000643625,0.000643625,0.000643625
149,65206.4,0.92363,3.28353,0.18189,0.51987,1.10226,0.96646,0.99504,0.99294,0.73922,0.95759,0.9861,0.98514,0.36948,0.9661,2.74439,0.07471,0.45004,1.16785,0.0006395,0.0006395,0.0006395
150,65639.4,0.90502,3.39592,0.17105,0.5228,1.10808,0.9707,1,0.99254,0.76212,0.96184,0.99106,0.98653,0.38887,0.93611,2.5815,0.07109,0.44463,1.1428,0.000635375,0.000635375,0.000635375
151,66063.6,0.87834,3.36816,0.18118,0.53552,1.1045,0.99216,1,0.99195,0.73472,0.98329,0.99106,0.98423,0.40232,0.95558,2.59272,0.08424,0.45685,1.13536,0.00063125,0.00063125,0.00063125
152,66488.2,0.90424,3.37111,0.15763,0.52793,1.09895,0.98047,0.99764,0.99232,0.74932,0.9716,0.9887,0.98409,0.40256,0.94324,2.54945,0.0794,0.45376,1.11073,0.000627125,0.000627125,0.000627125
153,66912.5,0.88739,3.21714,0.17853,0.53831,1.09043,0.9688,0.9948,0.99228,0.73556,0.95989,0.98588,0.9823,0.41434,0.98551,2.55642,0.07572,0.45396,1.13099,0.000623,0.000623,0.000623
154,67337.8,0.92752,3.34363,0.17161,0.53498,1.1055,0.99022,1,0.99276,0.72904,0.98167,0.99106,0.98399,0.41571,0.96503,2.55817,0.08768,0.46105,1.11706,0.000618875,0.000618875,0.000618875
155,67767.5,0.91318,3.24099,0.17165,0.5539,1.10075,0.9652,0.99292,0.99143,0.73456,0.95634,0.98398,0.98255,0.3823,0.95249,2.63115,0.08666,0.47319,1.11395,0.00061475,0.00061475,0.00061475
156,68196.5,0.92347,3.34671,0.17031,0.54888,1.09905,0.95014,0.99137,0.99232,0.74421,0.93605,0.97729,0.97444,0.41873,0.95701,2.5191,0.08558,0.46534,1.1121,0.000610625,0.000610625,0.000610625
157,68629.9,0.89373,3.25953,0.16298,0.52455,1.08433,0.99124,1,0.99298,0.76073,0.98237,0.99106,0.98522,0.41661,0.93151,2.53125,0.0859,0.44319,1.10355,0.0006065,0.0006065,0.0006065
158,69062.2,0.89645,3.22124,0.16027,0.52838,1.09541,0.99253,1,0.99338,0.75701,0.98365,0.99106,0.98583,0.43428,0.94824,2.45895,0.07847,0.45836,1.12838,0.000602375,0.000602375,0.000602375
159,69496.3,0.88224,3.20766,0.1763,0.52276,1.09233,0.97792,0.99319,0.99294,0.74295,0.96384,0.97905,0.97638,0.40953,0.93629,2.58189,0.06977,0.43999,1.13674,0.00059825,0.00059825,0.00059825
160,69940.7,0.89046,3.39498,0.15963,0.53907,1.09629,0.99298,1,0.99232,0.72768,0.9841,0.99106,0.98425,0.40243,0.99331,2.6293,0.07943,0.45603,1.15709,0.000594125,0.000594125,0.000594125
161,70372.6,0.86966,3.23336,0.16528,0.51019,1.0926,0.98379,1,0.99187,0.74506,0.97479,0.99106,0.98501,0.38034,1.00026,2.71925,0.06206,0.43508,1.19988,0.00059,0.00059,0.00059
162,70810.9,0.87953,3.22253,0.16626,0.53533,1.08644,0.96533,0.99918,0.98744,0.75596,0.95646,0.99032,0.98087,0.38405,0.95664,2.72973,0.06313,0.45052,1.16266,0.000585875,0.000585875,0.000585875
163,71258.4,0.85449,3.2229,0.16837,0.50992,1.07471,0.96903,0.99357,0.98707,0.74993,0.96016,0.98463,0.98175,0.40263,0.96033,2.63506,0.06468,0.43708,1.12991,0.00058175,0.00058175,0.00058175
164,71698.8,0.89304,3.2864,0.17639,0.55766,1.10437,0.9664,0.99265,0.97579,0.72894,0.95753,0.98371,0.967,0.38429,0.95054,2.6335,0.06658,0.47375,1.11889,0.000577625,0.000577625,0.000577625
165,72126.8,0.89193,3.28531,0.17273,0.52873,1.07637,0.9658,0.99314,0.97149,0.73512,0.95694,0.9842,0.96249,0.38867,0.93489,2.60365,0.07139,0.45249,1.12764,0.0005735,0.0005735,0.0005735
166,72564.2,0.89787,3.26216,0.16741,0.53091,1.10262,0.97357,0.99451,0.99232,0.74974,0.9647,0.98557,0.98661,0.43695,0.92741,2.50796,0.07624,0.43337,1.13632,0.000569375,0.000569375,0.000569375
167,72992.1,0.85896,3.32814,0.17421,0.51906,1.08282,0.96875,0.98982,0.99302,0.73619,0.95981,0.98088,0.98806,0.43848,0.97494,2.50972,0.06997,0.44153,1.15093,0.00056525,0.00056525,0.00056525
168,73417.3,0.86736,3.26104,0.16066,0.51211,1.0877,0.96911,0.99193,0.97832,0.7369,0.96022,0.98299,0.97339,0.39563,0.95303,2.59616,0.06326,0.44415,1.13789,0.000561125,0.000561125,0.000561125
169,73841.8,0.89469,3.38407,0.17082,0.5637,1.1069,0.96995,0.99317,0.99254,0.74946,0.96108,0.98423,0.98662,0.41643,0.9401,2.57432,0.05841,0.45081,1.13651,0.000557,0.000557,0.000557
170,74266.5,0.90167,3.27237,0.17537,0.53987,1.11332,0.96985,0.99265,0.99299,0.73553,0.96098,0.98371,0.98438,0.40548,0.97055,2.6135,0.06901,0.44376,1.13792,0.000552875,0.000552875,0.000552875
171,74691.3,0.88756,3.24466,0.16663,0.5199,1.09527,0.96294,0.98904,0.99233,0.74626,0.95394,0.98013,0.98643,0.3719,0.97621,2.69288,0.06745,0.45345,1.13687,0.00054875,0.00054875,0.00054875
172,75116.5,0.85104,3.22091,0.16261,0.51167,1.0651,0.99281,1,0.99261,0.75057,0.98394,0.99106,0.98591,0.41314,0.95131,2.61102,0.06197,0.43088,1.11749,0.000544625,0.000544625,0.000544625
173,75541.7,0.85681,3.20086,0.16402,0.49653,1.08117,0.98788,1,0.99272,0.74986,0.97902,0.99106,0.98768,0.41353,0.93515,2.60748,0.05252,0.41889,1.13401,0.0005405,0.0005405,0.0005405
174,75987.7,0.8904,3.25651,0.15716,0.50833,1.09705,0.96647,1,0.99243,0.75948,0.95763,0.99106,0.98721,0.40834,0.93341,2.66052,0.05315,0.43288,1.16031,0.000536375,0.000536375,0.000536375
175,76432.8,0.84995,3.23389,0.16381,0.48422,1.07501,0.97151,1,0.99265,0.74314,0.96265,0.99106,0.98653,0.41016,0.97279,2.62627,0.06439,0.45506,1.13902,0.00053225,0.00053225,0.00053225
176,76875,0.87451,3.18816,0.16114,0.50177,1.09387,0.98819,1,0.99316,0.7506,0.97933,0.99106,0.98649,0.40475,0.95497,2.58435,0.06272,0.42719,1.17266,0.000528125,0.000528125,0.000528125
177,77318.2,0.84784,3.24931,0.15594,0.49738,1.0872,0.98897,1,0.99221,0.75054,0.98011,0.99106,0.98678,0.38187,0.96245,2.59104,0.06864,0.43744,1.14202,0.000524,0.000524,0.000524
178,77748.7,0.87701,3.20791,0.18659,0.50668,1.07564,0.98859,1,0.9921,0.75299,0.97972,0.99106,0.98666,0.40383,0.92799,2.53169,0.07521,0.44108,1.10547,0.000519875,0.000519875,0.000519875
179,78190.6,0.84522,3.37753,0.15432,0.49258,1.07488,0.97143,0.99439,0.99195,0.76096,0.96256,0.98545,0.9868,0.38535,0.95061,2.72473,0.0694,0.44894,1.12563,0.00051575,0.00051575,0.00051575
180,78630.3,0.84139,3.17377,0.15031,0.49109,1.07839,0.96974,0.99963,0.99023,0.75491,0.96087,0.99069,0.98439,0.38359,0.95638,2.74192,0.06813,0.43106,1.13555,0.000511625,0.000511625,0.000511625
181,79062.7,0.82291,3.2665,0.16257,0.50226,1.06626,0.96741,0.99265,0.98488,0.75781,0.95847,0.98371,0.97872,0.38771,0.94286,2.70862,0.06766,0.44113,1.12413,0.0005075,0.0005075,0.0005075
182,79500.5,0.843,3.16909,0.15544,0.49917,1.08175,0.95105,0.99265,0.97792,0.74118,0.9422,0.98371,0.97107,0.42875,0.96108,2.51932,0.06464,0.44437,1.13306,0.000503375,0.000503375,0.000503375
183,79929.1,0.86714,3.27342,0.16012,0.50075,1.08698,0.97169,0.99333,0.99206,0.75968,0.96283,0.98439,0.98559,0.41085,0.97071,2.56604,0.06286,0.44664,1.1362,0.00049925,0.00049925,0.00049925
184,80362.4,0.83161,3.18019,0.1617,0.48166,1.07018,0.99295,1,0.99254,0.74392,0.98408,0.99106,0.98732,0.42245,0.96607,2.60825,0.07403,0.46063,1.12225,0.000495125,0.000495125,0.000495125
185,80799.6,0.85517,3.24816,0.16159,0.50954,1.05439,0.99164,1,0.99228,0.7448,0.98277,0.99106,0.98564,0.42089,0.9734,2.61838,0.07349,0.43472,1.13916,0.000491,0.000491,0.000491
186,81235.8,0.84684,3.25289,0.17646,0.50414,1.08647,0.98883,1,0.99316,0.74323,0.9763,0.98733,0.97995,0.37217,0.99264,2.77782,0.08013,0.44486,1.126,0.000486875,0.000486875,0.000486875
187,81667.5,0.83389,3.37021,0.15714,0.48029,1.07338,0.99081,1,0.99283,0.74515,0.98194,0.99106,0.98625,0.37131,0.96567,2.77674,0.08375,0.42714,1.11432,0.00048275,0.00048275,0.00048275
188,82097.3,0.8439,3.16353,0.1504,0.48242,1.06874,0.96875,0.99265,0.99239,0.74768,0.95988,0.98371,0.98695,0.37674,0.96579,2.70102,0.07601,0.43703,1.123,0.000478625,0.000478625,0.000478625
189,82531,0.87068,3.18518,0.15968,0.48542,1.07721,0.97155,0.9935,0.99228,0.7481,0.96268,0.98456,0.9872,0.39529,0.97161,2.63436,0.06899,0.435,1.12445,0.0004745,0.0004745,0.0004745
190,82968.2,0.86862,3.22381,0.15418,0.477,1.07977,0.96718,0.99265,0.98505,0.7523,0.95832,0.98371,0.97901,0.42908,0.97425,2.56888,0.06181,0.46077,1.14373,0.000470375,0.000470375,0.000470375
191,83406.2,0.8412,3.19489,0.15724,0.48038,1.07851,0.96854,0.99113,0.98465,0.75481,0.95959,0.98225,0.97872,0.43806,0.97176,2.53719,0.06449,0.44255,1.13608,0.00046625,0.00046625,0.00046625
192,83840,0.84819,3.13654,0.15812,0.47324,1.07942,0.96573,0.99265,0.97123,0.74158,0.95687,0.98371,0.96453,0.41781,0.95392,2.52665,0.06792,0.46378,1.13439,0.000462125,0.000462125,0.000462125
193,84264.8,0.8395,3.17232,0.14955,0.48138,1.06571,0.96821,0.99364,0.98528,0.74443,0.95935,0.9847,0.9789,0.40335,0.94598,2.59778,0.06045,0.44454,1.14492,0.000458,0.000458,0.000458
194,84690,0.84417,3.15663,0.16146,0.47149,1.07795,0.98591,1,0.99287,0.73454,0.97705,0.99106,0.98704,0.39344,1.00889,2.6383,0.06122,0.45868,1.14627,0.000453875,0.000453875,0.000453875
195,85117.8,0.84746,3.15034,0.15507,0.48591,1.08137,0.96993,0.99452,0.99272,0.74628,0.96107,0.98558,0.98642,0.39584,0.95801,2.64091,0.06687,0.45909,1.13342,0.00044975,0.00044975,0.00044975
196,85578.1,0.86086,3.1539,0.16236,0.50044,1.09007,0.96241,0.99265,0.98536,0.74644,0.95355,0.98371,0.97874,0.40115,0.95116,2.59509,0.06851,0.44719,1.13703,0.000445625,0.000445625,0.000445625
197,86021.8,0.89674,3.10373,0.1592,0.52014,1.10886,0.96771,0.99462,0.99217,0.74777,0.95884,0.98568,0.98647,0.39978,0.96718,2.5409,0.06024,0.45048,1.15653,0.0004415,0.0004415,0.0004415
198,86452.1,0.82547,3.16818,0.14929,0.47269,1.07743,0.96619,0.99803,0.99217,0.75194,0.95729,0.98913,0.98653,0.40978,0.94843,2.53189,0.06862,0.45065,1.13187,0.000437375,0.000437375,0.000437375
199,86879.7,0.83584,3.13791,0.14833,0.48195,1.07153,0.96581,0.99318,0.99232,0.7631,0.95695,0.98424,0.98716,0.42711,0.93746,2.51298,0.05774,0.43881,1.1501,0.00043325,0.00043325,0.00043325
200,87308.2,0.83298,3.18253,0.1457,0.46499,1.05368,0.96698,0.99265,0.98757,0.76287,0.95812,0.98371,0.98292,0.41628,0.93023,2.51922,0.05994,0.42015,1.12445,0.000429125,0.000429125,0.000429125
201,87745,0.82686,3.1361,0.15471,0.45851,1.05995,0.96938,0.99265,0.99075,0.75804,0.96051,0.98371,0.98573,0.41922,0.93454,2.54766,0.06834,0.44023,1.11733,0.000425,0.000425,0.000425
202,88179.6,0.81418,3.18823,0.15595,0.46967,1.07947,0.97225,0.99353,0.99371,0.74986,0.96337,0.98459,0.98916,0.43218,0.94813,2.49082,0.06753,0.43591,1.14417,0.000420875,0.000420875,0.000420875
203,88634.8,0.8281,3.16563,0.15966,0.46641,1.0587,0.97042,0.99324,0.99316,0.72736,0.96155,0.9843,0.98859,0.43868,0.97516,2.43611,0.06071,0.43958,1.14388,0.00041675,0.00041675,0.00041675
204,89087.8,0.82007,3.21463,0.1554,0.4877,1.08011,0.96798,0.99324,0.99371,0.72908,0.95912,0.9843,0.98935,0.39124,0.98968,2.57029,0.05971,0.43665,1.1628,0.000412625,0.000412625,0.000412625
205,89519.7,0.8211,3.11529,0.15311,0.45552,1.07209,0.97024,0.99367,0.9936,0.74346,0.96133,0.98474,0.9889,0.38048,0.988,2.66794,0.06327,0.42849,1.15036,0.0004085,0.0004085,0.0004085
206,89962.1,0.8417,3.12848,0.147,0.46063,1.07618,0.96824,0.99265,0.98766,0.7342,0.95937,0.98371,0.98269,0.35984,0.96575,2.68516,0.06244,0.44975,1.14588,0.000404375,0.000404375,0.000404375
207,90421.2,0.79598,3.1847,0.15335,0.45536,1.05311,0.96723,0.99265,0.9861,0.74962,0.95837,0.98371,0.98148,0.37862,0.95839,2.63954,0.06502,0.43518,1.13523,0.00040025,0.00040025,0.00040025
208,90859.2,0.8195,3.12304,0.16542,0.46088,1.0723,0.97003,0.99378,0.99261,0.75834,0.96117,0.98484,0.9857,0.40237,0.94678,2.522,0.06542,0.42843,1.12964,0.000396125,0.000396125,0.000396125
209,91297.1,0.81868,3.11915,0.14258,0.45512,1.05668,0.96705,0.99265,0.99306,0.75246,0.95819,0.98371,0.98371,0.42645,0.95971,2.43141,0.06974,0.42263,1.13505,0.000392,0.000392,0.000392
210,91735.1,0.81495,3.05997,0.15213,0.43891,1.05492,0.96761,0.99265,0.99233,0.74143,0.95875,0.98371,0.98362,0.41186,0.97415,2.49305,0.06589,0.42623,1.1496,0.000387875,0.000387875,0.000387875
211,92181.9,0.79356,3.18503,0.15706,0.44702,1.04201,0.9601,0.9841,0.98201,0.72833,0.95893,0.9824,0.97879,0.40641,0.99547,2.56905,0.06592,0.44363,1.16849,0.00038375,0.00038375,0.00038375
212,92620.3,0.82389,3.15961,0.16314,0.44536,1.06298,0.96738,0.99265,0.9766,0.72868,0.95333,0.9785,0.96206,0.36495,0.9873,2.64171,0.06388,0.44113,1.14416,0.000379625,0.000379625,0.000379625
213,93068.1,0.79897,3.12786,0.15951,0.44502,1.03911,0.96726,0.99265,0.97769,0.7334,0.95839,0.98371,0.97184,0.37687,0.99109,2.65012,0.06051,0.43567,1.14061,0.0003755,0.0003755,0.0003755
214,93507.8,0.8029,3.06493,0.14585,0.44374,1.06666,0.97001,0.99265,0.99225,0.75875,0.96115,0.98371,0.98741,0.41528,0.95404,2.57815,0.06273,0.42531,1.10475,0.000371375,0.000371375,0.000371375
215,93940.9,0.80942,3.12836,0.15638,0.45521,1.06761,0.97674,1,0.99261,0.7524,0.96788,0.99106,0.98686,0.40593,0.95906,2.61701,0.06815,0.42014,1.12662,0.00036725,0.00036725,0.00036725
216,94377.3,0.82856,3.07609,0.1536,0.45174,1.06549,0.96982,0.99348,0.99305,0.75023,0.96096,0.98454,0.98733,0.39741,0.96753,2.64739,0.06646,0.43025,1.11629,0.000363125,0.000363125,0.000363125
217,94823.6,0.80629,3.10937,0.14988,0.44187,1.06491,0.96694,0.99265,0.97404,0.74799,0.95808,0.98371,0.96804,0.38437,0.95444,2.63767,0.06184,0.43152,1.11685,0.000359,0.000359,0.000359
218,95265.1,0.78529,3.10627,0.14868,0.43523,1.04455,0.96686,0.99265,0.97549,0.74337,0.95799,0.98371,0.96951,0.37879,0.96131,2.65442,0.06387,0.44465,1.13607,0.000354875,0.000354875,0.000354875
219,95702.4,0.81803,3.1778,0.15197,0.46893,1.06081,0.96607,0.99265,0.98119,0.74566,0.95721,0.98371,0.97539,0.38492,0.96934,2.67496,0.0695,0.44555,1.12726,0.00035075,0.00035075,0.00035075
220,96133.8,0.81802,3.04932,0.14593,0.47514,1.06814,0.96714,0.99265,0.97811,0.74717,0.95828,0.98371,0.97213,0.39661,0.9569,2.64065,0.06275,0.42958,1.1225,0.000346625,0.000346625,0.000346625
221,96566.4,0.77858,3.15918,0.15324,0.45217,1.0422,0.96884,0.99265,0.97568,0.73834,0.95997,0.98371,0.96978,0.4116,0.96669,2.58129,0.06282,0.44156,1.1137,0.0003425,0.0003425,0.0003425
222,96998.2,0.80089,3.14156,0.15701,0.45169,1.06911,0.96763,0.99265,0.96825,0.73119,0.95877,0.98371,0.96155,0.40782,0.97975,2.55403,0.06617,0.44412,1.12801,0.000338375,0.000338375,0.000338375
223,97435.1,0.79944,3.09196,0.15124,0.4415,1.05211,0.96707,0.99265,0.97349,0.74222,0.95821,0.98371,0.96547,0.42291,0.95595,2.50834,0.06092,0.44479,1.12629,0.00033425,0.00033425,0.00033425
224,97864,0.78974,3.08758,0.16244,0.44279,1.04011,0.96812,0.99265,0.97151,0.74928,0.95926,0.98371,0.96378,0.41772,0.92257,2.52478,0.0698,0.43973,1.10416,0.000330125,0.000330125,0.000330125
225,98295.6,0.79853,3.07476,0.15334,0.44276,1.05833,0.96932,0.99265,0.97335,0.75172,0.96041,0.98371,0.96535,0.40899,0.93309,2.52356,0.06787,0.42473,1.10415,0.000326,0.000326,0.000326
226,98723.3,0.77477,2.97722,0.15755,0.43945,1.02937,0.97022,0.99315,0.97835,0.74576,0.96134,0.98421,0.97045,0.40296,0.96891,2.56943,0.07178,0.42552,1.11118,0.000321875,0.000321875,0.000321875
227,99154.3,0.76847,3.24716,0.15271,0.43864,1.04923,0.97028,0.99319,0.99276,0.75505,0.96142,0.98425,0.98627,0.39393,0.97248,2.64218,0.07417,0.42883,1.11324,0.00031775,0.00031775,0.00031775
228,99584.7,0.76852,3.11528,0.15537,0.43674,1.05115,0.98211,0.99327,0.99316,0.75964,0.97323,0.98433,0.98768,0.40871,0.94446,2.6189,0.06425,0.41863,1.10998,0.000313625,0.000313625,0.000313625
229,100018,0.78164,3.11311,0.13641,0.43233,1.06169,0.96987,0.99308,0.99294,0.75689,0.961,0.98415,0.98697,0.42139,0.94196,2.56408,0.06581,0.41646,1.12558,0.0003095,0.0003095,0.0003095
230,100451,0.7788,3.02051,0.16396,0.44256,1.03986,0.96768,0.99265,0.98164,0.75072,0.95882,0.98371,0.97631,0.39852,0.95526,2.58869,0.06534,0.43255,1.11858,0.000305375,0.000305375,0.000305375
231,100898,0.78169,3.02869,0.15208,0.43444,1.05382,0.96881,0.99265,0.97856,0.74528,0.95995,0.98371,0.9734,0.40697,0.96747,2.54618,0.06536,0.42533,1.12926,0.00030125,0.00030125,0.00030125
232,101345,0.76441,3.03995,0.15815,0.41357,1.04693,0.96993,0.99265,0.97995,0.74827,0.96106,0.98371,0.97444,0.40336,0.95818,2.54778,0.06977,0.42872,1.11382,0.000297125,0.000297125,0.000297125
233,101784,0.77739,3.08579,0.14802,0.43038,1.03633,0.97043,0.99343,0.99154,0.7562,0.96157,0.98449,0.98614,0.41277,0.94076,2.54478,0.06317,0.41157,1.12882,0.000293,0.000293,0.000293
234,102214,0.75799,3.04133,0.13813,0.42833,1.0304,0.98152,0.99359,0.99165,0.76003,0.97266,0.98465,0.98678,0.39654,0.95625,2.62201,0.06832,0.41578,1.10855,0.000288875,0.000288875,0.000288875
235,102650,0.77355,3.05022,0.15997,0.43989,1.04614,0.9704,0.99265,0.99181,0.75488,0.96153,0.98371,0.98701,0.39657,0.95771,2.66589,0.07159,0.42597,1.10704,0.00028475,0.00028475,0.00028475
